trip_id,client_type,budget_total,destination,saison,duree_jours,type_hebergement,prix_vol,meteo_prevue,activite_principale,satisfaction_client,imprevus,reorganisation_necessaire,respect_budget,retour_client
261,couple,2569.41,dubaï,automne,5,appartement,1433.87,ensoleillé,plage,4,retard_vol,1,0,excellent séjour.
262,solo,14657.13,new york,printemps,15,villa,1298.08,nuageux,randonnée,4,retard_vol,1,0,excellent séjour.
264,solo,10942.97,new york,hiver,11,appartement,1217.52,variable,culture,3,annulation,1,0,séjour mitigé.
265,famille,6518.69,new york,automne,8,appartement,1056.7,ensoleillé,plage,5,aucun,0,1,excellent séjour.
266,senior,7435.62,new york,automne,9,appartement,1235.42,pluie,culture,3,météo,0,1,séjour mitigé.
267,couple,7923.06,rome,été,16,villa,1131.81,ensoleillé,gastronomie,4,météo,1,0,excellent séjour.
268,business,3598.19,paris,été,4,appartement,1178.7,variable,business,1,météo,0,0,séjour mitigé.
269,business,3968.59,bali,printemps,6,villa,1146.65,ensoleillé,plage,2,retard_vol,1,0,séjour mitigé.
270,famille,17049.17,new york,hiver,21,villa,1122.77,nuageux,culture,4,bagages,0,1,excellent séjour.
271,couple,10635.34,new york,automne,13,villa,1494.25,ensoleillé,plage,4,aucun,0,1,excellent séjour.
272,couple,15979.85,new york,automne,16,villa,798.49,pluie,plage,2,météo,1,0,séjour mitigé.
273,senior,9443.89,bali,automne,13,villa,1363.99,pluie,plage,2,météo,0,1,séjour mitigé.
274,solo,7089.12,dubaï,hiver,14,appartement,1001.27,pluie,culture,1,annulation,0,1,séjour mitigé.
275,couple,10816.57,new york,printemps,14,hôtel,1030.63,variable,randonnée,3,retard_vol,1,0,séjour mitigé.
276,senior,15648.94,new york,été,19,resort,1290.32,variable,culture,2,annulation,1,1,séjour mitigé.
277,famille,7642.41,dubaï,automne,15,appartement,1333.5,pluie,culture,3,aucun,0,1,séjour mitigé.
278,business,3192.19,paris,été,3,villa,1024.55,ensoleillé,business,4,météo,1,0,excellent séjour.
279,senior,8078.63,lisbonne,automne,13,resort,807.88,nuageux,plage,2,météo,1,1,séjour mitigé.
280,business,2802.24,lisbonne,hiver,5,hôtel,997.23,pluie,business,3,aucun,0,1,séjour mitigé.
281,solo,10773.37,lisbonne,hiver,16,hôtel,805.83,ensoleillé,culture,3,météo,1,1,séjour mitigé.
282,senior,16752.02,new york,automne,19,appartement,1145.16,variable,gastronomie,1,météo,1,1,séjour mitigé.
283,famille,11510.06,dubaï,été,21,villa,1329.8,nuageux,culture,2,annulation,1,0,séjour mitigé.
284,couple,2587.9,lisbonne,printemps,4,appartement,816.52,nuageux,plage,2,aucun,0,0,séjour mitigé.
285,solo,13078.02,new york,été,16,hôtel,1465.84,ensoleillé,plage,5,aucun,0,1,excellent séjour.
286,solo,3270.04,lisbonne,hiver,5,villa,991.03,nuageux,gastronomie,2,météo,1,1,séjour mitigé.
287,solo,7561.84,paris,printemps,8,hôtel,850.87,variable,business,1,bagages,1,0,séjour mitigé.
288,senior,17321.01,new york,été,19,resort,1140.17,ensoleillé,plage,4,aucun,0,1,excellent séjour.
289,senior,20262.0,new york,été,21,appartement,999.05,nuageux,culture,1,bagages,0,1,séjour mitigé.
290,famille,7596.48,lisbonne,printemps,14,villa,1020.69,ensoleillé,plage,3,météo,1,0,séjour mitigé.
291,solo,5699.54,rome,automne,12,appartement,1128.03,nuageux,culture,4,aucun,0,0,excellent séjour.
292,couple,13102.7,new york,automne,15,villa,1090.06,pluie,culture,2,annulation,1,1,séjour mitigé.
293,business,957.94,tokyo,printemps,3,hôtel,806.89,ensoleillé,business,2,retard_vol,1,1,séjour mitigé.
294,couple,12919.72,bali,printemps,16,resort,1397.29,variable,gastronomie,2,aucun,0,0,séjour mitigé.
295,senior,4487.75,dubaï,hiver,7,hôtel,1082.97,pluie,gastronomie,4,météo,0,0,excellent séjour.
296,couple,3989.38,new york,été,4,villa,1053.5,ensoleillé,culture,3,météo,1,1,séjour mitigé.
297,famille,2481.72,tokyo,automne,7,villa,696.63,variable,plage,3,météo,1,1,séjour mitigé.
298,senior,12880.87,paris,automne,12,villa,1102.35,nuageux,plage,4,bagages,1,0,excellent séjour.
299,senior,5637.91,sydney,printemps,10,hôtel,1508.71,pluie,culture,3,retard_vol,1,1,séjour mitigé.
300,couple,4132.56,tokyo,printemps,13,villa,795.63,ensoleillé,gastronomie,1,annulation,0,0,séjour mitigé.
301,senior,4395.24,rome,hiver,9,appartement,1038.08,variable,plage,2,retard_vol,1,1,séjour mitigé.
302,senior,10535.82,lisbonne,printemps,18,villa,1029.57,variable,gastronomie,1,annulation,1,1,séjour mitigé.
303,couple,4113.13,tokyo,printemps,14,villa,988.83,ensoleillé,gastronomie,2,météo,1,1,séjour mitigé.
304,famille,19608.71,new york,été,21,resort,1280.92,ensoleillé,gastronomie,3,annulation,1,1,séjour mitigé.
305,solo,6444.64,new york,automne,7,appartement,856.37,pluie,gastronomie,2,retard_vol,1,1,séjour mitigé.
306,couple,1966.78,lisbonne,été,4,appartement,839.24,ensoleillé,randonnée,1,météo,1,1,séjour mitigé.
307,famille,6061.36,rome,automne,14,resort,1523.5,nuageux,culture,3,aucun,0,1,séjour mitigé.
308,solo,5573.66,rome,hiver,13,villa,1144.32,ensoleillé,randonnée,2,météo,0,0,séjour mitigé.
309,couple,3196.59,tokyo,hiver,10,resort,800.0,nuageux,gastronomie,3,retard_vol,1,1,séjour mitigé.
310,business,5767.34,paris,automne,7,hôtel,1364.12,pluie,business,3,bagages,0,0,séjour mitigé.
311,business,3303.59,lisbonne,hiver,6,villa,779.15,ensoleillé,business,1,retard_vol,0,0,séjour mitigé.
312,couple,11215.85,paris,hiver,12,appartement,1211.2,ensoleillé,gastronomie,1,retard_vol,1,1,séjour mitigé.
313,couple,3508.2,bali,hiver,5,appartement,742.01,pluie,plage,3,aucun,0,1,séjour mitigé.
314,business,3376.55,rome,été,7,hôtel,1083.5,ensoleillé,business,2,annulation,1,1,séjour mitigé.
315,solo,4079.61,rome,printemps,8,villa,1231.71,ensoleillé,randonnée,2,météo,0,1,séjour mitigé.
316,senior,7658.46,rome,automne,17,villa,1040.6,pluie,plage,1,aucun,0,1,séjour mitigé.
317,senior,10156.05,new york,printemps,13,villa,1380.74,pluie,plage,2,météo,0,0,séjour mitigé.
318,solo,2984.92,tokyo,printemps,8,appartement,589.16,ensoleillé,culture,2,annulation,1,1,séjour mitigé.
319,famille,6767.81,lisbonne,printemps,12,villa,845.24,pluie,randonnée,4,météo,1,1,excellent séjour.
320,famille,6496.33,dubaï,printemps,11,appartement,1346.67,ensoleillé,randonnée,1,annulation,1,1,séjour mitigé.
321,senior,5580.01,rome,printemps,11,hôtel,1556.99,pluie,culture,2,annulation,1,1,séjour mitigé.
322,couple,2335.83,dubaï,printemps,4,appartement,1036.3,ensoleillé,gastronomie,3,aucun,0,1,séjour mitigé.
323,business,2669.27,sydney,printemps,5,villa,1400.94,pluie,culture,3,météo,0,0,séjour mitigé.
324,senior,17958.5,paris,printemps,17,villa,1223.99,variable,culture,4,aucun,0,1,excellent séjour.
325,famille,13058.41,bali,automne,18,villa,1054.62,pluie,randonnée,3,retard_vol,0,0,séjour mitigé.
326,business,4959.45,new york,été,5,hôtel,1186.03,ensoleillé,gastronomie,2,annulation,1,0,séjour mitigé.
327,famille,7241.43,lisbonne,hiver,12,villa,932.0,pluie,randonnée,3,bagages,1,0,séjour mitigé.
328,couple,2660.0,tokyo,automne,8,appartement,682.54,ensoleillé,plage,4,annulation,0,0,excellent séjour.
329,business,875.85,tokyo,été,3,appartement,757.92,variable,business,1,retard_vol,1,1,séjour mitigé.
330,senior,3899.8,lisbonne,printemps,8,villa,852.67,ensoleillé,culture,5,aucun,0,1,excellent séjour.
331,famille,4423.77,bali,automne,7,hôtel,1257.75,pluie,plage,1,aucun,0,1,séjour mitigé.
332,senior,7132.8,rome,automne,18,appartement,1407.37,pluie,culture,3,retard_vol,1,0,séjour mitigé.
333,business,1086.42,tokyo,hiver,3,villa,928.51,ensoleillé,business,3,bagages,1,1,séjour mitigé.
334,business,2741.94,tokyo,été,7,appartement,610.8,ensoleillé,business,2,météo,1,1,séjour mitigé.
335,business,1912.11,rome,printemps,4,hôtel,1689.83,ensoleillé,business,1,retard_vol,1,1,séjour mitigé.
336,senior,7645.12,new york,printemps,8,villa,784.38,pluie,culture,2,retard_vol,0,0,séjour mitigé.
337,solo,5252.17,new york,printemps,7,hôtel,1083.9,ensoleillé,plage,2,météo,1,1,séjour mitigé.
338,famille,12866.99,bali,été,18,villa,1345.82,ensoleillé,plage,3,aucun,0,1,séjour mitigé.
339,solo,11400.5,bali,automne,15,villa,1288.81,ensoleillé,plage,4,météo,0,1,excellent séjour.
340,solo,6258.78,bali,automne,9,villa,1121.18,pluie,business,3,météo,1,0,séjour mitigé.
341,senior,6073.45,new york,printemps,7,resort,1074.52,pluie,culture,3,annulation,1,0,séjour mitigé.
342,senior,16903.37,paris,hiver,21,hôtel,1131.74,variable,culture,2,annulation,1,1,séjour mitigé.
343,solo,10029.21,dubaï,printemps,16,hôtel,1204.01,pluie,plage,3,annulation,1,0,séjour mitigé.
344,solo,8590.28,bali,automne,14,hôtel,1394.29,pluie,gastronomie,3,annulation,1,0,séjour mitigé.
345,famille,5004.1,tokyo,été,14,villa,790.24,ensoleillé,plage,1,retard_vol,0,1,séjour mitigé.
346,solo,8818.28,paris,été,11,appartement,1095.09,ensoleillé,culture,1,retard_vol,1,1,séjour mitigé.
347,business,4385.53,paris,printemps,5,resort,1387.03,ensoleillé,business,3,aucun,0,0,séjour mitigé.
348,solo,10266.88,bali,printemps,15,appartement,1293.7,pluie,plage,2,météo,0,0,séjour mitigé.
349,couple,3056.02,dubaï,été,6,appartement,1481.81,nuageux,randonnée,5,aucun,0,1,excellent séjour.
350,business,1810.16,tokyo,été,5,villa,820.91,ensoleillé,gastronomie,3,bagages,1,0,séjour mitigé.
351,famille,14989.12,new york,automne,15,hôtel,971.23,pluie,culture,3,retard_vol,0,0,séjour mitigé.
352,business,5398.62,bali,été,7,appartement,1132.77,ensoleillé,culture,2,retard_vol,1,1,séjour mitigé.
353,solo,10088.19,bali,été,13,hôtel,1375.32,variable,plage,2,annulation,1,0,séjour mitigé.
354,couple,6432.61,rome,automne,14,villa,1397.43,variable,business,3,météo,1,0,séjour mitigé.
355,couple,15562.54,paris,hiver,15,appartement,1218.28,ensoleillé,gastronomie,1,aucun,0,0,séjour mitigé.
356,business,2439.88,dubaï,été,4,resort,1344.01,variable,business,2,météo,1,1,séjour mitigé.
357,solo,12210.62,paris,printemps,12,resort,1456.33,pluie,randonnée,3,météo,1,0,séjour mitigé.
358,famille,10930.83,lisbonne,hiver,17,villa,824.67,nuageux,plage,4,retard_vol,0,0,excellent séjour.
359,senior,8194.01,dubaï,printemps,15,hôtel,1429.16,variable,gastronomie,4,météo,1,0,excellent séjour.
360,senior,9045.33,new york,été,11,appartement,1075.51,ensoleillé,gastronomie,1,aucun,0,0,séjour mitigé.
361,solo,9691.58,new york,hiver,13,hôtel,1072.93,pluie,gastronomie,4,retard_vol,1,0,excellent séjour.
362,couple,8271.15,bali,été,12,appartement,1440.52,ensoleillé,plage,4,aucun,0,1,excellent séjour.
363,famille,2811.22,tokyo,hiver,7,villa,842.94,pluie,plage,3,retard_vol,1,1,séjour mitigé.
365,business,3343.64,paris,hiver,4,resort,1461.43,ensoleillé,business,3,retard_vol,1,0,séjour mitigé.
366,senior,10312.73,rome,hiver,21,resort,1284.25,ensoleillé,gastronomie,2,annulation,1,1,séjour mitigé.
367,business,6007.64,new york,printemps,7,villa,1222.61,pluie,gastronomie,2,aucun,0,1,séjour mitigé.
368,business,3001.11,new york,printemps,3,hôtel,1057.53,ensoleillé,culture,2,météo,1,1,séjour mitigé.
369,business,4707.8,bali,automne,6,hôtel,1296.82,nuageux,business,2,météo,0,0,séjour mitigé.
370,couple,8173.73,rome,hiver,16,resort,1255.22,nuageux,business,2,météo,1,1,séjour mitigé.
371,solo,6816.09,paris,été,7,hôtel,1239.9,pluie,culture,2,aucun,0,1,séjour mitigé.
372,senior,8748.66,rome,été,19,appartement,1394.5,ensoleillé,gastronomie,3,annulation,1,0,séjour mitigé.
373,solo,3477.35,rome,printemps,9,villa,1123.09,ensoleillé,plage,4,aucun,0,1,excellent séjour.
374,couple,6601.36,dubaï,été,13,appartement,1735.3,ensoleillé,culture,2,météo,1,1,séjour mitigé.
375,famille,15880.63,new york,printemps,21,appartement,941.78,ensoleillé,randonnée,2,retard_vol,1,0,séjour mitigé.
376,senior,6340.29,tokyo,été,18,resort,613.46,ensoleillé,culture,2,météo,1,1,séjour mitigé.
377,couple,4061.74,tokyo,printemps,12,resort,880.37,ensoleillé,randonnée,3,météo,1,0,séjour mitigé.
378,business,4818.13,paris,été,5,appartement,1367.24,variable,culture,2,bagages,1,1,séjour mitigé.
379,business,2415.1,sydney,printemps,4,hôtel,1304.49,ensoleillé,business,1,météo,1,1,séjour mitigé.
380,business,1822.63,tokyo,automne,6,resort,820.77,ensoleillé,business,2,retard_vol,1,0,séjour mitigé.
381,senior,12126.22,paris,printemps,13,appartement,1219.87,variable,gastronomie,2,bagages,0,1,séjour mitigé.
382,solo,3508.79,tokyo,automne,11,resort,649.12,nuageux,gastronomie,3,aucun,0,1,séjour mitigé.
383,business,3683.46,paris,hiver,4,appartement,1236.01,pluie,business,2,retard_vol,1,0,séjour mitigé.
384,solo,4804.52,new york,printemps,6,appartement,996.49,variable,randonnée,2,météo,0,1,séjour mitigé.
385,couple,12099.92,new york,printemps,14,hôtel,1271.38,nuageux,plage,2,retard_vol,1,1,séjour mitigé.
386,business,6389.41,paris,printemps,7,appartement,1195.16,variable,culture,4,aucun,0,1,excellent séjour.
387,business,3605.06,rome,hiver,7,hôtel,1121.69,ensoleillé,business,2,météo,0,0,séjour mitigé.
388,senior,19262.78,new york,printemps,21,appartement,1055.68,pluie,plage,1,bagages,1,0,séjour mitigé.
389,couple,8080.75,rome,hiver,16,hôtel,1359.51,pluie,gastronomie,2,annulation,1,0,séjour mitigé.
390,senior,6177.64,tokyo,été,16,resort,686.65,ensoleillé,culture,1,retard_vol,1,0,séjour mitigé.
391,couple,5065.55,dubaï,automne,9,villa,1157.88,pluie,randonnée,4,météo,1,0,excellent séjour.
392,solo,5076.0,rome,printemps,12,appartement,1327.01,variable,randonnée,3,météo,1,1,séjour mitigé.
393,famille,8544.16,dubaï,printemps,14,hôtel,1369.3,nuageux,plage,3,retard_vol,1,0,séjour mitigé.
394,business,1617.74,lisbonne,printemps,3,hôtel,836.16,ensoleillé,business,3,météo,1,1,séjour mitigé.
395,famille,6319.31,lisbonne,printemps,11,hôtel,841.03,ensoleillé,gastronomie,3,retard_vol,1,1,séjour mitigé.
397,solo,3605.5,dubaï,automne,7,appartement,1033.88,variable,plage,2,météo,0,0,séjour mitigé.
398,famille,4538.66,rome,printemps,10,appartement,1009.94,ensoleillé,plage,2,météo,1,0,séjour mitigé.
399,business,6632.61,paris,été,7,hôtel,1090.41,ensoleillé,business,4,annulation,1,0,excellent séjour.
400,solo,2508.05,lisbonne,printemps,4,appartement,876.0,variable,culture,2,météo,1,0,séjour mitigé.
401,couple,5103.08,dubaï,été,8,villa,1382.37,variable,gastronomie,3,météo,1,1,séjour mitigé.
402,solo,3819.38,sydney,printemps,7,appartement,1456.8,variable,randonnée,3,annulation,1,1,séjour mitigé.
403,business,5205.13,new york,hiver,6,appartement,1251.84,ensoleillé,business,4,météo,1,0,excellent séjour.
404,famille,5659.77,tokyo,automne,19,resort,732.08,nuageux,plage,2,retard_vol,1,0,séjour mitigé.
405,couple,3729.53,lisbonne,printemps,6,appartement,902.39,variable,culture,2,météo,1,1,séjour mitigé.
406,famille,4489.48,rome,été,11,appartement,1087.7,variable,plage,3,retard_vol,1,0,séjour mitigé.
407,solo,11560.81,new york,été,13,hôtel,1106.07,nuageux,randonnée,3,bagages,1,0,séjour mitigé.
408,senior,8370.35,lisbonne,été,13,appartement,865.79,pluie,plage,2,retard_vol,1,1,séjour mitigé.
409,solo,4236.71,dubaï,été,8,appartement,1384.71,variable,culture,4,aucun,0,1,excellent séjour.
410,business,6694.38,new york,hiver,7,villa,971.52,nuageux,business,2,météo,1,1,séjour mitigé.
411,senior,4430.77,tokyo,automne,11,appartement,808.5,ensoleillé,plage,2,retard_vol,1,1,séjour mitigé.
412,famille,9655.5,new york,automne,12,villa,1364.16,nuageux,plage,2,retard_vol,0,1,séjour mitigé.
413,couple,3940.96,sydney,automne,6,hôtel,1173.37,nuageux,plage,2,aucun,0,0,séjour mitigé.
414,business,1671.46,sydney,automne,3,villa,1264.7,pluie,culture,3,météo,1,1,séjour mitigé.
415,solo,6030.66,rome,automne,14,villa,1412.74,pluie,plage,2,météo,0,0,séjour mitigé.
416,famille,5701.19,sydney,printemps,9,resort,1121.04,ensoleillé,plage,2,retard_vol,1,0,séjour mitigé.
417,couple,4795.89,rome,automne,12,villa,1323.25,nuageux,culture,5,aucun,0,1,excellent séjour.
419,solo,4765.44,paris,automne,6,hôtel,1240.02,pluie,gastronomie,3,météo,1,0,séjour mitigé.
420,couple,6939.67,dubaï,été,14,hôtel,1167.62,nuageux,culture,3,bagages,1,1,séjour mitigé.
421,solo,2058.48,dubaï,été,4,villa,1325.63,pluie,plage,1,annulation,1,1,séjour mitigé.
422,business,5757.92,new york,été,6,villa,1192.0,variable,gastronomie,4,retard_vol,0,1,excellent séjour.
423,business,3619.35,bali,été,6,villa,1505.88,nuageux,business,2,aucun,0,0,séjour mitigé.
424,famille,4486.98,rome,hiver,10,appartement,1464.43,ensoleillé,culture,2,annulation,1,0,séjour mitigé.
425,couple,8871.71,new york,hiver,12,villa,1467.38,nuageux,plage,4,aucun,0,1,excellent séjour.
426,solo,12444.69,new york,printemps,13,villa,981.48,pluie,plage,2,météo,1,1,séjour mitigé.
427,business,5808.18,new york,été,7,villa,1254.28,pluie,culture,1,météo,1,1,séjour mitigé.
428,couple,6750.35,rome,printemps,14,hôtel,1315.42,pluie,culture,3,météo,1,1,séjour mitigé.
429,couple,9905.5,lisbonne,automne,15,appartement,1202.23,pluie,culture,1,aucun,0,1,séjour mitigé.
430,couple,5883.48,lisbonne,hiver,12,appartement,795.25,pluie,randonnée,2,météo,1,0,séjour mitigé.
431,senior,6692.56,dubaï,automne,13,villa,1154.41,variable,gastronomie,1,météo,1,1,séjour mitigé.
432,couple,5363.78,new york,hiver,6,resort,1009.43,pluie,culture,2,météo,1,0,séjour mitigé.
433,senior,8306.45,rome,automne,16,hôtel,872.36,nuageux,plage,3,retard_vol,1,0,séjour mitigé.
434,solo,7256.75,bali,hiver,9,hôtel,1139.16,pluie,randonnée,2,bagages,1,1,séjour mitigé.
435,business,1965.75,rome,automne,4,appartement,1134.44,nuageux,business,3,météo,1,1,séjour mitigé.
436,solo,3432.83,lisbonne,printemps,5,villa,925.39,variable,culture,2,météo,1,1,séjour mitigé.
437,famille,8739.18,rome,automne,19,appartement,1345.84,variable,plage,3,météo,1,1,séjour mitigé.
438,solo,2188.04,lisbonne,hiver,4,hôtel,1159.66,variable,randonnée,3,annulation,1,1,séjour mitigé.
439,business,1513.49,tokyo,printemps,5,resort,857.0,ensoleillé,business,2,retard_vol,1,1,séjour mitigé.
440,famille,5362.25,rome,été,11,villa,1169.43,ensoleillé,gastronomie,3,bagages,1,0,séjour mitigé.
441,senior,16259.62,paris,hiver,16,appartement,1057.42,pluie,plage,3,aucun,0,0,séjour mitigé.
442,solo,10620.33,sydney,été,16,villa,1280.84,variable,randonnée,1,météo,1,1,séjour mitigé.
443,couple,6637.07,new york,automne,7,villa,889.5,variable,business,2,annulation,1,0,séjour mitigé.
444,senior,12226.8,new york,automne,14,appartement,1413.85,nuageux,culture,1,météo,1,0,séjour mitigé.
445,couple,4008.89,lisbonne,printemps,7,appartement,1065.08,nuageux,plage,3,aucun,0,1,séjour mitigé.
446,solo,6164.17,lisbonne,été,9,appartement,841.29,ensoleillé,culture,1,retard_vol,1,1,séjour mitigé.
447,senior,8960.66,rome,automne,19,hôtel,951.24,nuageux,gastronomie,2,météo,0,1,séjour mitigé.
448,solo,7304.26,bali,automne,11,villa,1487.84,nuageux,plage,1,retard_vol,1,1,séjour mitigé.
449,senior,15833.3,new york,printemps,17,appartement,1090.09,variable,culture,4,météo,1,1,excellent séjour.
450,business,2524.74,dubaï,printemps,5,resort,1566.0,variable,culture,1,retard_vol,0,1,séjour mitigé.
451,solo,1776.93,tokyo,automne,6,villa,570.68,ensoleillé,randonnée,2,retard_vol,1,0,séjour mitigé.
452,senior,11589.04,new york,printemps,12,appartement,1009.43,variable,plage,3,retard_vol,0,0,séjour mitigé.
453,senior,10354.45,new york,printemps,11,villa,1110.02,variable,culture,3,météo,1,0,séjour mitigé.
454,senior,6685.92,lisbonne,printemps,13,resort,911.35,nuageux,culture,3,météo,0,0,séjour mitigé.
455,solo,3409.77,dubaï,automne,6,appartement,1231.61,ensoleillé,gastronomie,2,retard_vol,1,1,séjour mitigé.
456,senior,3952.58,rome,hiver,9,hôtel,1399.82,ensoleillé,plage,5,aucun,0,1,excellent séjour.
457,famille,3753.86,rome,printemps,8,villa,1075.2,variable,gastronomie,2,retard_vol,1,0,séjour mitigé.
458,business,3910.98,new york,printemps,4,appartement,1085.46,ensoleillé,culture,3,aucun,0,1,séjour mitigé.
459,business,3253.28,bali,été,5,resort,1259.01,ensoleillé,business,2,météo,0,1,séjour mitigé.
460,couple,4184.53,dubaï,hiver,7,appartement,1422.69,ensoleillé,randonnée,2,bagages,0,1,séjour mitigé.
461,couple,2600.47,dubaï,printemps,4,appartement,1461.75,ensoleillé,gastronomie,3,météo,1,0,séjour mitigé.
462,couple,3438.82,paris,printemps,4,villa,1015.95,ensoleillé,gastronomie,4,bagages,1,1,excellent séjour.
463,senior,6866.47,tokyo,automne,17,appartement,577.47,variable,culture,2,bagages,1,0,séjour mitigé.
464,solo,13756.2,new york,printemps,15,resort,1321.72,pluie,plage,3,aucun,0,0,séjour mitigé.
465,business,1924.11,dubaï,printemps,3,appartement,1386.61,variable,culture,3,retard_vol,1,1,séjour mitigé.
466,famille,7800.48,paris,printemps,9,villa,1084.9,variable,randonnée,2,météo,0,0,séjour mitigé.
467,business,1069.79,tokyo,hiver,3,appartement,924.59,pluie,business,2,bagages,0,1,séjour mitigé.
468,couple,3254.21,lisbonne,automne,5,appartement,920.68,nuageux,plage,1,retard_vol,1,1,séjour mitigé.
469,solo,11024.66,new york,été,13,hôtel,1305.35,ensoleillé,gastronomie,3,météo,1,1,séjour mitigé.
470,senior,9112.95,paris,printemps,9,resort,1234.49,pluie,culture,3,météo,0,1,séjour mitigé.
471,senior,4960.68,tokyo,été,14,villa,981.93,variable,culture,1,retard_vol,1,0,séjour mitigé.
472,senior,7589.91,dubaï,hiver,14,hôtel,1668.53,nuageux,gastronomie,2,retard_vol,1,0,séjour mitigé.
473,couple,6918.84,sydney,printemps,11,appartement,1148.28,ensoleillé,culture,1,météo,0,0,séjour mitigé.
475,solo,8888.29,bali,automne,12,appartement,1356.41,variable,plage,1,aucun,0,0,séjour mitigé.
476,senior,9625.08,sydney,automne,14,hôtel,1437.71,pluie,culture,3,retard_vol,1,0,séjour mitigé.
477,solo,5456.62,bali,hiver,8,appartement,1057.69,nuageux,plage,1,retard_vol,1,0,séjour mitigé.
478,business,2176.79,tokyo,automne,6,appartement,827.26,variable,business,3,aucun,0,0,séjour mitigé.
479,solo,9683.09,new york,automne,11,resort,1285.24,pluie,gastronomie,1,météo,1,1,séjour mitigé.
480,business,5905.36,new york,automne,6,resort,816.54,nuageux,business,3,retard_vol,1,1,séjour mitigé.
481,business,2107.18,sydney,automne,4,villa,981.11,nuageux,business,3,bagages,1,1,séjour mitigé.
482,famille,3390.79,rome,hiver,8,appartement,888.62,nuageux,plage,1,retard_vol,1,0,séjour mitigé.
483,solo,2310.61,rome,automne,5,villa,1228.48,nuageux,plage,2,annulation,1,1,séjour mitigé.
484,solo,7730.67,sydney,hiver,13,villa,1321.21,pluie,randonnée,3,aucun,0,1,séjour mitigé.
485,business,3426.63,new york,automne,4,hôtel,1359.1,ensoleillé,business,1,retard_vol,1,1,séjour mitigé.
486,senior,15032.23,bali,été,21,hôtel,1250.43,ensoleillé,culture,3,annulation,1,1,séjour mitigé.
487,couple,5546.6,rome,été,13,villa,1592.96,ensoleillé,plage,2,annulation,1,0,séjour mitigé.
488,business,3378.77,new york,automne,4,villa,879.54,nuageux,business,2,retard_vol,1,0,séjour mitigé.
489,business,3044.53,rome,automne,7,appartement,953.11,pluie,business,2,annulation,0,1,séjour mitigé.
490,senior,9812.6,lisbonne,printemps,15,hôtel,897.43,variable,gastronomie,2,bagages,1,1,séjour mitigé.
492,famille,2556.7,tokyo,printemps,7,hôtel,746.39,ensoleillé,culture,5,aucun,0,1,excellent séjour.
493,solo,7512.09,bali,printemps,10,hôtel,853.17,nuageux,business,3,retard_vol,0,0,séjour mitigé.
494,business,1185.76,tokyo,hiver,3,hôtel,740.04,ensoleillé,business,2,bagages,1,1,séjour mitigé.
495,solo,6704.63,lisbonne,automne,12,villa,727.9,nuageux,plage,3,bagages,1,1,séjour mitigé.
496,business,2996.07,new york,printemps,4,hôtel,1220.57,ensoleillé,business,2,annulation,1,0,séjour mitigé.
498,senior,12492.51,dubaï,été,21,appartement,1134.57,ensoleillé,plage,3,retard_vol,1,1,séjour mitigé.
500,senior,5572.07,rome,été,12,appartement,1076.81,ensoleillé,culture,4,annulation,1,1,excellent séjour.
501,solo,11242.41,new york,printemps,13,hôtel,1098.72,pluie,randonnée,4,météo,1,1,excellent séjour.
502,senior,4623.75,dubaï,automne,8,villa,1510.0,nuageux,gastronomie,5,aucun,0,1,excellent séjour.
503,couple,4893.94,tokyo,printemps,14,appartement,639.17,pluie,plage,2,retard_vol,0,0,séjour mitigé.
504,business,3682.73,new york,hiver,4,hôtel,1193.01,ensoleillé,business,2,aucun,0,0,séjour mitigé.
505,famille,18923.2,new york,été,20,villa,1020.93,ensoleillé,plage,2,aucun,0,0,séjour mitigé.
507,solo,5178.53,tokyo,printemps,14,hôtel,738.03,variable,plage,3,météo,1,1,séjour mitigé.
508,senior,9262.06,paris,été,12,hôtel,1032.34,pluie,culture,2,météo,1,1,séjour mitigé.
509,senior,7193.07,lisbonne,printemps,11,villa,829.82,variable,culture,3,retard_vol,1,0,séjour mitigé.
510,business,2287.1,tokyo,été,7,hôtel,615.3,ensoleillé,business,2,météo,1,0,séjour mitigé.
511,famille,11809.88,bali,printemps,17,hôtel,1601.15,variable,plage,4,bagages,1,1,excellent séjour.
512,solo,3712.04,lisbonne,automne,7,appartement,909.76,nuageux,plage,3,bagages,0,0,séjour mitigé.
513,business,3620.22,new york,printemps,5,hôtel,992.73,variable,business,1,retard_vol,1,1,séjour mitigé.
514,solo,9658.24,lisbonne,été,15,resort,934.02,ensoleillé,culture,4,bagages,1,0,excellent séjour.
515,senior,12939.66,lisbonne,printemps,21,resort,889.73,variable,plage,2,annulation,0,1,séjour mitigé.
516,famille,8216.27,bali,automne,10,villa,1195.7,nuageux,plage,1,retard_vol,1,0,séjour mitigé.
517,couple,5313.67,bali,été,7,villa,1350.62,pluie,plage,3,bagages,0,1,séjour mitigé.
518,famille,11071.98,new york,automne,12,hôtel,1235.18,nuageux,plage,3,bagages,1,1,séjour mitigé.
519,business,2895.0,paris,hiver,3,hôtel,1124.86,nuageux,business,1,annulation,1,1,séjour mitigé.
520,couple,1520.72,tokyo,hiver,5,appartement,685.28,pluie,randonnée,2,bagages,1,1,séjour mitigé.
521,senior,11773.96,lisbonne,hiver,18,hôtel,867.64,pluie,plage,2,météo,1,0,séjour mitigé.
